B_Jahr;B_Monat ;B_Tag  ;iday;B_Bae_ver_m;B_Bae_ver_f;B_Bae_rho_m;B_Bae_roh_f;B_Eph_muc_m;B_Eph_muc_f;B_Eph_ign_m;B_Eph_ign_f;B_Cen_lut_m;B_Cen_lut_f;B_Par_sub_m;B_Par_sub_f;B_Amp_sta_m;B_Amp_sta_f;B_Bra_ris_m;B_Bra_ris_f;B_Iso_goe_m;B_Iso_goe_f;B_Leu_dig_m;B_Leu_dig_f;B_Leu_nig_m;B_Leu_nig_f;B_Leu_pri_m;B_Leu_pri_f;B_Nem_cam_m;B_Nem_cam_f;B_Nem_fle_m;B_Nem_fle_f;B_Nem_mar_m;B_Nem_mar_f;B_Nrl_pic_m;B_Nrl_pic_f;B_Pro_aub_m;B_Pro_aub_f;B_Pro_int_m;B_Pro_int_f;B_Pro_mey_m;B_Pro_mey_f;B_Sip_tor_m;B_Sip_tor_f;B_Aga_fus_m;B_Aga_fus_f;B_Apa_fim_m;B_Apa_fim_f;B_Cha_vil_m;B_Cha_vil_f;B_Dru_ann_m;B_Dru_ann_f;B_Ple_con_m;B_Ple_con_f;B_Pot_luc_m;B_Pot_luc_f;B_Rhy_fas_m;B_Rhy_fas_f;B_Ser_per_m;B_Ser_per_f;B_Sil_pal_m;B_Sil_pal_f;B_Tin_ros_m;B_Tin_ros_f;B_Wor_occ_m;B_Wor_occ_f
1969;2;4;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;5;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;6;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;7;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;8;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;9;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;10;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;11;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;12;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;13;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;14;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;15;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;16;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;17;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;18;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;19;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;20;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;21;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;22;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;23;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;24;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;25;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;26;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;27;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;2;28;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;1;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;2;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;3;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;4;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;5;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;6;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;7;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;8;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;9;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;10;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;11;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;12;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;13;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;14;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;15;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;16;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;17;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;18;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;19;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;20;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;21;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;22;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;23;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;24;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;25;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;26;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;27;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;28;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;29;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;30;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;3;31;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;1;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;2;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;3;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;4;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;5;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;6;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;7;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;8;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;9;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;10;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;11;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;12;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;13;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;14;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;15;105;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;16;106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;17;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;18;108;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;19;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;20;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;21;111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;22;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;23;113;;;2;;;;;;;;;;;;;;;;;;1;1;;;2;;;;1;;;;1;1;;;1;2;;;;;4;;;;;;;;;;;;;;;;;;;
1969;4;24;114;;;3;1;;;;;;;;;;;;;;;;;13;4;;1;6;;;;;;2;;;;;;;2;;;;;3;;;;;;;;;;;;;;;;;;;
1969;4;25;115;;;;;;;;;;;;;;;;;;;;;8;2;;;1;;;;;;1;1;2;1;;;;1;;;;;1;1;;;;;;;;;;;;;;;;;;
1969;4;26;116;;;1;3;;;;;;;;;;;;;;;;;6;2;;;2;;;;;;1;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;
1969;4;27;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;28;118;;;;;;;;;;;;;;;;;;;;;6;1;;;1;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;29;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;4;30;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;5;1;121;;;4;2;;;;;;;;;;;;;;;;;20;11;;;4;;;;;;;1;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1969;5;2;122;;;1;;;;;;;;;;;;;;1;;;;71;32;;;25;;;;;;2;1;1;1;;;;2;1;;;;1;1;;;;;;;;;;;;;;;;;;
1969;5;3;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;5;4;124;;;2;4;;;;;;;;;;;;;;1;;;85;39;;1;6;;;;1;;2;;3;;;;;;;;;;2;1;;;;;;;;;1;;;;;;;;;
1969;5;5;125;;;2;1;;;;;;;;;;;;;1;;;;61;21;;;3;;;;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;5;6;126;;;1;2;;;;;;;;;;;;;;;;;27;12;;;10;;;;;;;1;3;1;1;;;1;;;;;2;1;;;;;;;;;;;;;;;;;;
1969;5;7;127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;5;8;128;;;;1;;;;;;;;;;;;;3;;;;65;52;;;16;;;;;;;;3;1;2;;;;1;2;;;4;;;;;;;;;;2;;;;;;;;;
1969;5;9;129;;;;;;;;;;;;;;;;;2;1;;;22;34;;;4;;;;;;1;;2;4;;;;;;1;;;3;;;;;;;;;;;;;;;;;;;
1969;5;10;130;;;;;;;;;;;;;;;;;;;;;55;38;;;6;;;;;;1;1;3;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;
1969;5;11;131;;;;;;;;;;;;;;;;;;1;;;3;2;;;1;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1969;5;12;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;5;13;133;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
1969;5;14;134;;;;;;;;;;;;;;;;;;2;;;3;3;;;1;;;;;;;;;1;;;;;2;4;;;;;;;;;;;;;;;;;;;;;;
1969;5;15;135;;;;;;;;;;;;;;;;;5;;;;14;33;;;4;;;;;;;1;2;;4;;;;2;5;;;;;;;;;;;;;;;;;;;1;;;
1969;5;16;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;5;17;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;5;18;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;5;19;139;;;1;;;;;;;;;;;;;;1;1;;;9;14;;;2;;;;;;;1;;;2;;;;;1;;;;;;;;;;;;;;;;;;;3;;;
1969;5;20;140;;;;;;;;;;;;;;;;;;1;;;22;35;;;2;;;;;;;1;1;1;10;4;;;;3;1;;;;;;;;;;;;;;;;;;10;1;;
1969;5;21;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;5;22;142;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;5;;
1969;5;23;143;;;;;;;;;;;;;;;;;1;11;;;170;228;;;3;;;;;;1;;5;2;48;19;;;37;44;1;;;;;;;;;;;;1;1;;;;;15;3;;
1969;5;24;144;;;;;;;;;;;;;;;;;;1;;;17;43;;;;;;;1;;1;;3;;13;4;;;7;9;2;2;;2;;;;;;;;;3;;;;;1;47;16;;
1969;5;25;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;5;26;146;;;;;;;;;;;;;;;;;;;;;4;13;;;;;;;;;;1;;;13;1;;;;;;;;;;;;;;;;;1;;;;;;50;26;;
1969;5;27;147;;;;;;;;;;;;;;;;;;1;;;33;54;;;;;;;;;;1;2;3;31;5;;;5;17;3;1;;;;;;;;;;;4;2;;;;;95;40;;
1969;5;28;148;;;;;;;;;;;;;;;;;;1;;;18;44;;;3;;;;;;;;1;;14;2;;;12;9;10;;;;;;;;;;;;2;;;;;;41;29;;
1969;5;29;149;;;;;;;;;;;;;;;;;;;;;9;12;;;;;;;;;1;;1;1;18;3;;;1;1;;;4;;;;;;;;;;2;1;;;;;44;44;;
1969;5;30;150;;;;;;;;;;;;;;;;;4;7;;;39;72;;;1;;;;1;;1;1;3;1;86;39;;;5;13;7;;2;2;;;;;;;;;3;;;;;;82;69;;
1969;5;31;151;;;;;;;;;;;;;;;;;;1;;;6;15;;;;;;;;;;;2;1;42;33;;;5;6;4;2;;1;;;;;;;;;;;;;;;81;63;;
1969;6;1;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;6;2;153;;;;;;;;;;;;;;;;;;;;;13;19;;;;;;;;;;;;1;24;19;;;;4;10;;3;3;;;;1;;1;;;1;;;;;;45;40;;
1969;6;3;154;;;;;;;;;;;;;;;;;;1;;;10;21;;;;;;;;;;;2;;11;7;;;1;3;;;;;;;;;;;;;;;;;;;;;;
1969;6;4;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;1;2;;;;;;;;;;4;;;;1;;45;37;;
1969;6;5;156;;;;;;;;;;;;;;;;;;1;;;9;21;;;;;;;;;;;3;2;36;26;;;2;5;10;6;5;1;;;;;2;1;;;1;1;;;;;110;99;;
1969;6;6;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;6;7;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;6;8;159;;;;;;;;;;;;;;;;;1;2;;;48;71;;;;;;;;;1;3;3;2;62;71;;;28;31;37;21;5;3;;;;;;;;;9;1;1;1;;;109;128;;
1969;6;9;160;;;;;;;;;;;;;;;;;;2;;;8;30;;;;;;;;;;;;2;43;33;;;;4;48;9;3;;;;;;;;;;1;;1;;;;89;69;;
1969;6;10;161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;6;11;162;;;;;;;;;;;;;;;;;;1;;;3;10;;;;;;;;;;;1;1;7;9;;;;1;60;18;1;1;;;;;;;;;2;1;1;;;;31;21;;
1969;6;12;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;6;13;164;;;;;;;;;;;;;;;;;2;;;;9;23;;;;;;;;;;;1;;10;10;;;13;6;118;21;6;1;;;;;;;;;1;;6;;;;49;39;;
1969;6;14;165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;6;15;166;;;;;;;;;;;;;;;;;;;;;20;34;;;;;;;;;;;;2;14;33;;;3;11;150;54;4;7;;;;;;;;;3;2;4;1;;;180;195;;
1969;6;16;167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;6;17;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;6;18;169;;1;;;;;;;;;;;;;;;1;1;;;4;29;;;;;;;;;;;1;1;6;6;;;7;8;281;99;16;2;;;;;;;;;1;;11;1;;;124;124;;
1969;6;19;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
